,property_type,society,sector,price_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,nearbyLoc_score,area_room_ratio
2522,flat,ss radiance residency,sector 12,0.6,5660.0,1060.0,Carpet area: 1060 (98.48 sq.m.),3.0,3.0,2,3.0,North-East,Relatively New,,,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,77.0,353.3333333333333
2523,flat,corona optus,sector 37c,1.43,7185.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,2.0,North-West,Relatively New,1990.0,,1700.0,1.0,1.0,0.0,0.0,1.0,0.0,49.0,61.0,663.3333333333334
2524,flat,chd avenue,sector 71,1.25,6597.0,1895.0,Super Built up area 1743(161.93 sq.m.),3.0,4.0,2,14.0,North-East,Relatively New,1743.0,,,1.0,1.0,0.0,1.0,1.0,1.0,128.0,30.0,631.6666666666666
2525,flat,tulip violet,sector 69,1.55,9822.0,1578.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,0.0,West,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,2.0,129.0,61.0,526.0
2526,house,independent,sector 14,5.0,22222.0,2250.0,Plot area 250(209.03 sq.m.),3.0,3.0,3,1.0,South,Moderately Old,,2250.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,69.0,750.0
2527,flat,bptp terra,sector 37d,1.49,8105.0,1838.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1580 sq.ft. (146.79 sq.m.),3.0,3.0,3,20.0,North-West,Relatively New,1832.0,,1580.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,64.0,612.6666666666666
2528,flat,ireo victory valley,sector 67,3.05,12650.0,2411.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1688 sq.ft. (156.82 sq.m.),3.0,3.0,3+,21.0,South-West,Relatively New,2411.0,,1688.0,0.0,1.0,0.0,0.0,0.0,2.0,157.0,61.0,803.6666666666666
2529,flat,indiabulls centrum park,sector 103,1.34,7882.0,1700.0,Super Built up area 1725(160.26 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3+,12.0,East,Relatively New,1725.0,,1700.0,1.0,1.0,1.0,1.0,0.0,2.0,38.0,88.0,566.6666666666666
2530,flat,sbtl caladium,sector 109,1.2,6382.0,1880.0,Super Built up area 1880(174.66 sq.m.),3.0,2.0,2,8.0,South,Relatively New,1880.0,,,0.0,0.0,0.0,0.0,0.0,0.0,151.0,25.0,626.6666666666666
2531,flat,ireo the grand arch,sector 58,3.83,21577.0,1775.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1775 sq.ft. (164.9 sq.m.),3.0,4.0,2,10.0,North-East,Relatively New,2164.0,2000.0,1775.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,69.0,591.6666666666666
2532,flat,dhoot time residency,sector 63,3.0,18271.0,1642.0,Built Up area: 1642 (152.55 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,14.0,,Relatively New,,1642.0,1500.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,25.0,547.3333333333334
2533,flat,brisk lumbini terrace homes,sector 109,1.38,6338.0,2177.0,Carpet area: 2177 (202.25 sq.m.),3.0,3.0,1,4.0,,Moderately Old,,,2177.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,725.6666666666666
2534,flat,supertech araville,sector 79,1.0,6535.0,1530.0,Carpet area: 1530 (142.14 sq.m.),2.0,2.0,3,4.0,,Relatively New,,,1530.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,765.0
2535,flat,adani aangan arcade,sector 88a,0.45,7194.0,626.0,Carpet area: 625.47 (58.11 sq.m.),2.0,2.0,1,8.0,,New Property,,,625.490229,0.0,0.0,0.0,0.0,0.0,0.0,14.0,41.0,313.0
2536,house,independent,sector 4,1.25,8681.0,1440.0,Built Up area: 160 (14.86 sq.m.),2.0,3.0,0,1.0,,Undefined,,160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,720.0
2537,flat,supertech hues,sector 68,0.82,6950.0,1180.0,Super Built up area 1180(109.63 sq.m.),2.0,2.0,3+,21.0,,Under Construction,1180.0,,,0.0,0.0,0.0,0.0,1.0,0.0,72.0,51.0,590.0
2538,flat,paras dews,sector 106,1.0,7220.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2.0,2.0,3+,2.0,North-East,New Property,1385.0,940.0,845.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,73.0,692.5
2539,flat,shyam sadan,sector 3,0.55,6470.0,850.0,Carpet area: 700 (65.03 sq.m.),2.0,2.0,1,4.0,West,Relatively New,,,700.0,1.0,0.0,0.0,0.0,0.0,2.0,69.0,54.0,425.0
2540,flat,sidhartha ncr greens,sector 95,0.56,5656.0,990.0,Super Built up area 990(91.97 sq.m.),2.0,2.0,3,13.0,,New Property,990.0,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,495.0
2541,flat,godrej aria,sector 79,1.3,8843.0,1470.0,Super Built up area 1470(136.57 sq.m.),2.0,2.0,2,7.0,,Relatively New,1470.0,,,1.0,0.0,0.0,0.0,0.0,2.0,116.0,53.0,735.0
2542,flat,ss the leaf,sector 85,1.09,6666.0,1635.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),2.0,2.0,3,9.0,South-West,Relatively New,1640.0,1638.0,1635.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,63.0,817.5
2543,flat,alpha corp gurgaonone,sector 84,0.85,6692.0,1270.0,Super Built up area 1270(117.99 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,2.0,3,6.0,West,Relatively New,1270.0,,1050.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,53.0,635.0
2544,flat,signature global solera,sector 107,0.28,5674.0,493.0,Carpet area: 489 (45.43 sq.m.),2.0,2.0,2,11.0,North,Relatively New,,,489.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,68.0,246.5
2545,flat,experion the heartsong,sector 108,0.98,13343.0,734.0,Built Up area: 978.23 (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2.0,3.0,3,12.0,South-East,Relatively New,,978.223232,734.43,1.0,1.0,1.0,1.0,0.0,0.0,31.0,58.0,367.0
2546,flat,smart world gems,sector 89,0.9,8159.0,1103.0,Super Built up area 1103(102.47 sq.m.),2.0,2.0,2,2.0,East,New Property,1103.0,,,1.0,0.0,0.0,0.0,1.0,0.0,44.0,58.0,551.5
2547,flat,m3m woodshire,sector 107,0.8,5856.0,1366.0,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,7.0,North-East,Relatively New,1366.0,,,0.0,0.0,0.0,0.0,0.0,2.0,165.0,18.0,683.0
2548,flat,orris carnation residency,sector 85,0.55,5788.0,950.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2.0,2.0,2,5.0,North-East,Relatively New,1115.0,1050.0,950.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,32.0,475.0
2549,flat,shri ram apartments,sector 4,0.32,3368.0,950.0,Carpet area: 950 (88.26 sq.m.),2.0,2.0,1,4.0,,Relatively New,,,950.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,62.0,475.0
2550,flat,m3m woodshire,sector 107,0.9,6588.0,1366.0,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,14.0,,New Property,1366.0,,,0.0,0.0,0.0,0.0,0.0,0.0,67.0,18.0,683.0
2551,flat,chd avenue,sector 71,0.95,7929.0,1198.0,Super Built up area 1198(111.3 sq.m.),2.0,2.0,2,5.0,South,Moderately Old,1198.0,,,0.0,0.0,0.0,0.0,0.0,2.0,142.0,30.0,599.0
2552,flat,hcbs sports ville,sohna road,0.2,2666.0,750.0,Super Built up area 750(69.68 sq.m.)Built Up area: 743 sq.ft. (69.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,1,4.0,,New Property,750.0,743.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,375.0
2553,house,independent,sector 11,0.38,8444.0,450.0,Plot area 450(41.81 sq.m.),2.0,2.0,1,1.0,,Moderately Old,,450.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,225.0
2554,flat,breez global hill view,sohna road,2.6,5215.0,4986.0,Carpet area: 554.16 (51.48 sq.m.),2.0,2.0,2,6.0,,New Property,,,554.1255719999999,0.0,0.0,0.0,0.0,0.0,0.0,42.0,58.0,2493.0
2555,flat,alpha corp gurgaonone,sector 84,1.15,7496.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,8.0,North-East,Relatively New,1534.0,,1200.0,1.0,0.0,0.0,0.0,0.0,2.0,37.0,53.0,767.0
2556,flat,supertech araville,sector 79,1.35,9000.0,1500.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,6.0,East,New Property,1530.0,1350.0,1200.0,1.0,0.0,0.0,0.0,1.0,2.0,88.0,8.0,750.0
2557,flat,signature global solera 2,sector 107,0.5,8928.0,560.0,Carpet area: 560 (52.03 sq.m.),2.0,2.0,2,13.0,,New Property,,,560.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,280.0
2558,flat,smart world orchard,sector 61,1.85,14800.0,1250.0,Carpet area: 1250 (116.13 sq.m.),2.0,2.0,2,3.0,,New Property,,,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,65.0,625.0
2559,flat,raheja vedaanta,sector 108,0.7,4666.0,1500.0,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2.0,2.0,1,10.0,West,Moderately Old,,1468.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0
2560,flat,pooja apartment,sector 3,0.25,3571.0,700.0,Carpet area: 700 (65.03 sq.m.),2.0,2.0,2,2.0,East,Relatively New,,,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,350.0
2561,flat,adani aangan arcade,sector 88a,0.45,7200.0,625.0,Carpet area: 625 (58.06 sq.m.),2.0,2.0,1,3.0,,New Property,,,625.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,41.0,312.5
2562,flat,unitech sunbreeze,sector 69,0.75,6849.0,1095.0,Super Built up area 1095(101.73 sq.m.),2.0,2.0,2,4.0,,Under Construction,1095.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,547.5
2563,flat,signature global solera,sector 107,0.36,6581.0,547.0,Carpet area: 547 (50.82 sq.m.),2.0,2.0,2,8.0,South-East,Relatively New,,,547.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,68.0,273.5
2564,flat,m3m skywalk,sector 74,1.78,12500.0,1424.0,Carpet area: 1424 (132.29 sq.m.),2.0,2.0,3+,12.0,,Undefined,,,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,47.0,712.0
2565,flat,trisara our homes 3,sohna road,0.4,6561.0,610.0,Carpet area: 602 (55.93 sq.m.),2.0,2.0,1,0.0,South,New Property,,,602.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,70.0,305.0
2566,flat,mvn athens,sohna road,0.25,5198.0,481.0,Built Up area: 481 (44.69 sq.m.),2.0,2.0,0,0.0,,Relatively New,,481.0,,0.0,0.0,0.0,0.0,0.0,0.0,37.0,29.0,240.5
2567,flat,global hill view,sector 11,0.33,4271.0,773.0,Built Up area: 761 (70.7 sq.m.),2.0,2.0,0,11.0,,Undefined,,761.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.5
2568,flat,shree vardhman victoria,sector 70,1.07,7925.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,8.0,North,Relatively New,1350.0,,,1.0,0.0,0.0,0.0,0.0,0.0,108.0,36.0,675.0
2569,house,independent,sohna road,1.55,14720.0,1053.0,Plot area 117(97.83 sq.m.),2.0,3.0,2,1.0,North,New Property,,1053.0,,1.0,0.0,0.0,1.0,0.0,2.0,49.0,0.0,526.5
2570,flat,ansal housing highland park,sector 103,0.8,5878.0,1361.0,Super Built up area 1361(126.44 sq.m.)Built Up area: 1089 sq.ft. (101.17 sq.m.)Carpet area: 705 sq.ft. (65.5 sq.m.),2.0,2.0,3,3.0,East,New Property,1361.0,1089.0,705.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,39.0,680.5
2571,flat,godrej habitat,sector 3,1.1,10410.0,1057.0,Super Built up area 1056.58(98.16 sq.m.),2.0,2.0,2,14.0,,Under Construction,1056.58,,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,81.0,528.5
2572,flat,smart world orchard,sector 61,1.47,12782.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,4.0,North-East,New Property,,,1150.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0,65.0,575.0
2573,flat,hsiidc sidco shivalik apartments,sector 1,0.48,3840.0,1250.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2.0,2.0,3,7.0,South,Moderately Old,1250.0,,770.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,25.0,625.0
2574,flat,smart world gems,sector 89,0.86,7796.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2.0,3.0,2,4.0,North-East,New Property,,,1103.0,1.0,1.0,0.0,1.0,0.0,2.0,72.0,58.0,551.5
2575,flat,signature global city,sector 37d,0.68,11724.0,580.0,Carpet area: 580 (53.88 sq.m.),2.0,2.0,3,9.0,,New Property,,,580.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,63.0,290.0
2576,flat,vatika city homes,sector 83,0.8,6060.0,1320.0,Super Built up area 1320(122.63 sq.m.),2.0,2.0,2,8.0,East,Moderately Old,1320.0,,,0.0,0.0,1.0,0.0,0.0,0.0,22.0,25.0,660.0
2577,flat,signature global solera,sector 107,0.36,5980.0,602.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.)Carpet area: 546 sq.ft. (50.73 sq.m.),2.0,2.0,1,7.0,North-West,Relatively New,602.0,598.0,546.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,68.0,301.0
2578,flat,laxmi apartment sector 99a gurgaon,sector 99a,0.3,4615.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,1,4.0,,New Property,650.0,,550.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,325.0
2579,flat,krisumi waterfall residences,sector 36a,2.3,15551.0,1479.0,Built Up area: 1479 (137.4 sq.m.),2.0,2.0,2,23.0,,Undefined,,1479.0,,0.0,0.0,0.0,0.0,0.0,0.0,58.0,64.0,739.5
2580,flat,sobha city,sector 108,2.4,17378.0,1381.0,Super Built up area 1381(128.3 sq.m.),2.0,2.0,2,14.0,,New Property,1381.0,,,0.0,0.0,0.0,0.0,0.0,2.0,113.0,63.0,690.5
2581,flat,imperia aashiyara,sector 37c,0.4,5882.0,680.0,Carpet area: 680 (63.17 sq.m.),2.0,2.0,3,3.0,,Under Construction,,,680.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,64.0,340.0
2582,flat,eldeco accolade,sector 33,1.2,8043.0,1492.0,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,2,0.0,,Undefined,,1492.0,849.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,33.0,746.0
2583,flat,bestech park view residency,sector 2,0.98,6961.0,1408.0,Super Built up area 1415(131.46 sq.m.),2.0,2.0,3,0.0,East,Moderately Old,1415.0,,,0.0,0.0,0.0,0.0,0.0,0.0,85.0,74.0,704.0
2584,flat,sidhartha ncr one,sector 95,0.56,4106.0,1364.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2,10.0,,Undefined,,1364.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0
2585,flat,signature global the millennia 3,sector 37d,0.45,7627.0,590.0,Carpet area: 590 (54.81 sq.m.),2.0,3.0,2,8.0,,Under Construction,,,590.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,64.0,295.0
2586,flat,umang winter hills,sector 77,0.86,6408.0,1342.0,Super Built up area 1342(124.68 sq.m.),2.0,2.0,2,16.0,,New Property,1342.0,,,0.0,0.0,0.0,0.0,0.0,2.0,79.0,64.0,671.0
2587,flat,signature global park,sohna road,0.52,6326.0,822.0,Carpet area: 822 (76.37 sq.m.),2.0,2.0,2,3.0,North-West,Relatively New,,,822.0,0.0,0.0,0.0,1.0,0.0,0.0,161.0,50.0,411.0
2588,flat,sidhartha ncr one phase,sector 95,0.6,4800.0,1250.0,Built Up area: 1250 (116.13 sq.m.),2.0,2.0,3,10.0,North-East,Undefined,,1250.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0
2589,flat,paras irene,sector 70a,1.3,9219.0,1410.0,Super Built up area 1420(131.92 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),2.0,2.0,3,19.0,,Moderately Old,1420.0,,1410.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,55.0,705.0
2590,flat,m3m heights,sector 65,2.29,15980.0,1433.0,Carpet area: 1433 (133.13 sq.m.),2.0,2.0,3,8.0,,Under Construction,,,1433.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,70.0,716.5
2591,flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 999 sq.ft. (92.81 sq.m.),2.0,2.0,3,2.0,North-East,Undefined,,1000.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,500.0
2592,flat,pivotal devaan,sector 84,0.35,7276.0,481.0,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),2.0,2.0,1,10.0,West,Relatively New,583.0,,481.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,56.0,240.5
2593,house,independent,sector 105,0.37,8222.0,450.0,Plot area 450(41.81 sq.m.),2.0,2.0,1,1.0,,Moderately Old,,450.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,225.0
2594,flat,ansal housing highland park,sector 103,0.88,6429.0,1369.0,Super Built up area 1361(126.44 sq.m.),2.0,2.0,3,3.0,,New Property,1361.0,,,0.0,0.0,0.0,0.0,0.0,0.0,52.0,39.0,684.5
2595,flat,eldeco accolade,sohna road,0.66,5181.0,1274.0,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2.0,2.0,3,12.0,North-West,Relatively New,1264.0,,730.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,33.0,637.0
2596,flat,godrej air,sector 85,1.05,10603.0,990.0,Built Up area: 97 Carpet area: 92 sq.m.,2.0,2.0,1,15.0,East,Under Construction,,97.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,49.0,495.0
2597,flat,shree vardhman flora,sector 90,0.8,5925.0,1350.0,Built Up area: 1350 (125.42 sq.m.),2.0,3.0,2,0.0,,Undefined,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,60.0,64.0,675.0
2598,flat,tarc maceo,sector 91,0.87,6641.0,1310.0,Super Built up area 1310(121.7 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,2,9.0,North-West,Relatively New,1310.0,,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,50.0,655.0
2599,flat,gls arawali homes,sohna road,0.29,6035.0,481.0,Carpet area: 480.53 (44.64 sq.m.),2.0,2.0,2,9.0,East,Relatively New,,,480.500496,0.0,0.0,0.0,0.0,0.0,0.0,55.0,25.0,240.5
2600,flat,umang winter hills,sector 77,0.71,5305.0,1338.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 810 sq.ft. (75.25 sq.m.),2.0,2.0,2,6.0,North-West,Relatively New,1342.0,,810.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,64.0,669.0
2601,house,independent,sector 7,2.0,13889.0,1440.0,Plot area 160(133.78 sq.m.),2.0,2.0,2,2.0,North-West,Old Property,,1440.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,62.0,720.0
2602,flat,greenopolis,sector 89,0.65,5195.0,1251.0,Carpet area: 1251 (116.22 sq.m.),2.0,2.0,2,15.0,,Under Construction,,,1251.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,625.5
2603,flat,smart world orchard,sector 61,1.47,12250.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2.0,2.0,2,2.0,,Under Construction,,,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,65.0,600.0
2604,flat,maxworth city residences,sector 10a,0.8,6400.0,1250.0,Carpet area: 1250 (116.13 sq.m.),2.0,3.0,2,9.0,,New Property,,,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,25.0,625.0
2605,flat,godrej summit premia towers,sector 104,0.9,7149.0,1259.0,Built Up area: 1259 (116.96 sq.m.),2.0,2.0,0,16.0,,Undefined,,1259.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,629.5
2606,flat,signature global orchard avenue,sector 93,0.4,5479.0,730.0,Built Up area: 730 (67.82 sq.m.),2.0,2.0,0,0.0,,Undefined,,730.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,365.0
2607,flat,emaar digihomes,sector 62,2.1,14254.0,1473.0,Super Built up area 1508.26(140.12 sq.m.),2.0,2.0,2,30.0,North,New Property,1508.26,,,0.0,1.0,0.0,0.0,0.0,0.0,52.0,56.0,736.5
2608,flat,m3m woodshire,sector 107,0.9,5867.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),2.0,2.0,3,8.0,South,Relatively New,1534.0,,1056.0,1.0,0.0,0.0,0.0,0.0,2.0,74.0,18.0,767.0
2609,flat,maruti vihar colony,sector 28,0.95,8886.0,1069.0,Carpet area: 1069 (99.31 sq.m.),2.0,1.0,1,1.0,,Old Property,,,1069.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,68.0,534.5
2610,flat,mvn athens,sohna road,0.26,5397.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2.0,2.0,1,5.0,,Relatively New,,,481.684525,0.0,0.0,0.0,0.0,0.0,0.0,95.0,29.0,241.0
2611,flat,smart world gems,sector 89,0.86,7796.0,1103.0,Super Built up area 1103(102.47 sq.m.),2.0,3.0,3,4.0,,Under Construction,1103.0,,,0.0,0.0,0.0,0.0,0.0,0.0,45.0,58.0,551.5
2612,flat,pyramid urban homes 2,sector 86,0.43,8582.0,501.0,Carpet area: 501 (46.54 sq.m.),2.0,2.0,1,6.0,North-East,New Property,,,501.0,0.0,0.0,0.0,0.0,1.0,0.0,72.0,26.0,250.5
2613,flat,ss the leaf,sector 85,1.18,10727.0,1100.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3,9.0,North-East,Relatively New,1741.0,1700.0,1100.0,1.0,0.0,0.0,0.0,0.0,2.0,150.0,63.0,550.0
2614,flat,eldeco accolade,sohna road,0.95,6178.0,1538.0,Super Built up area 1457(135.36 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,8.0,South,Under Construction,1457.0,1050.0,849.0,1.0,0.0,0.0,0.0,1.0,0.0,72.0,33.0,769.0
2615,flat,dlf regency park,sector 28,1.35,11739.0,1150.0,Super Built up area 1150(106.84 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,2.0,2,14.0,East,Old Property,1150.0,1120.0,1050.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,62.0,575.0
2616,flat,pareena laxmi apartments,sector 99a,0.31,5904.0,525.0,Carpet area: 525 (48.77 sq.m.),2.0,2.0,2,6.0,East,New Property,,,525.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,53.0,262.5
2617,house,independent,sector 36,0.66,7168.0,921.0,Built Up area: 823 (76.46 sq.m.),2.0,2.0,3,4.0,,New Property,,823.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.5
2618,flat,ashiana anmol,sohna road,0.9,7059.0,1275.0,Built Up area: 1275 (118.45 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),2.0,2.0,2,8.0,,Undefined,,1275.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,637.5
2619,flat,pyramid urban homes 2,sector 86,0.5,9698.0,516.0,Carpet area: 515.57 (47.9 sq.m.),2.0,2.0,2,6.0,,Old Property,,,515.5908099999999,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,258.0
2620,flat,signature global the millennia,sector 37d,0.55,9166.0,600.0,Super Built up area 600(55.74 sq.m.),2.0,2.0,3,3.0,,New Property,600.0,,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,33.0,300.0
2621,flat,green court,sector 90,0.4,6389.0,626.0,Super Built up area 626(58.16 sq.m.)Carpet area: 526 sq.ft. (48.87 sq.m.),2.0,2.0,1,8.0,South,New Property,626.0,,526.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,45.0,313.0
2622,flat,vatika the seven lamps,sector 82,0.94,6567.0,1431.0,Super Built up area 1435(133.32 sq.m.),2.0,2.0,2,12.0,East,Relatively New,1435.0,,,1.0,0.0,0.0,0.0,0.0,2.0,103.0,55.0,715.5
2623,flat,ss the leaf,sector 85,1.22,13318.0,916.0,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),2.0,2.0,3,16.0,North-East,Relatively New,1772.0,1300.0,916.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,63.0,458.0
2624,flat,supertech araville,sector 79,0.71,6061.0,1171.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3+,17.0,North,New Property,1295.0,,1250.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,8.0,585.5
2625,flat,raheja vanya,sector 99a,0.85,6789.0,1252.0,Super Built up area 1252(116.31 sq.m.),2.0,2.0,2,3.0,West,New Property,1252.0,,,0.0,0.0,0.0,0.0,0.0,0.0,43.0,56.0,626.0
2626,flat,nul,sector 45,0.56,6054.0,925.0,Carpet area: 925 (85.94 sq.m.),2.0,2.0,1,11.0,,Old Property,,,925.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,74.0,462.5
2627,flat,shree vardhman flora,sector 90,0.65,4814.0,1350.0,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,10.0,North,Moderately Old,1350.0,,,1.0,0.0,0.0,0.0,0.0,2.0,83.0,64.0,675.0
