,property_type,society,sector,price_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,nearbyLoc_score,area_room_ratio
0,house,ardee city,sector 52,5.5,20370.0,2700.0,Plot area 300(27.87 sq.m.),9.0,9.0,3+,3.0,South,Moderately Old,,300.0,,0.0,1.0,0.0,1.0,1.0,2.0,26.0,53.0,300.0
2,house,unitech south city,sector 50,5.88,27222.0,2160.0,Plot area 240(200.67 sq.m.),3.0,9.0,3+,3.0,East,Relatively New,,2160.0,,1.0,1.0,0.0,1.0,1.0,1.0,128.0,59.0,720.0
4,house,independent,sector 41,7.25,29293.0,2475.0,Plot area 275(229.94 sq.m.),9.0,8.0,3,4.0,South-West,Old Property,,2475.0,,0.0,1.0,0.0,0.0,0.0,2.0,94.0,69.0,275.0
5,house,independent,sector 25,13.5,19286.0,7000.0,Built Up area: 7000 (650.32 sq.m.),9.0,9.0,0,1.0,East,Relatively New,,7000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.7777777777778
6,house,independent,sector 47,5.25,11666.0,4500.0,Plot area 1944(180.6 sq.m.)Built Up area: 4650 sq.ft. (432 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9.0,9.0,3+,4.0,East,Relatively New,,4650.0,4500.0,0.0,1.0,0.0,0.0,0.0,2.0,142.0,66.0,500.0
7,house,independent,sector 2,5.7,22634.0,2518.0,Plot area 270(225.75 sq.m.),9.0,9.0,3+,3.0,North-East,Moderately Old,,2430.0,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,82.0,279.77777777777777
8,house,huda floor,sector 38,4.0,22222.0,1800.0,Plot area 1800(167.23 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3800 sq.ft. (353.03 sq.m.),4.0,9.0,3+,2.0,East,Relatively New,,4800.0,3800.0,0.0,0.0,1.0,1.0,0.0,2.0,152.0,76.0,450.0
9,house,independent,sector 2,1.0,8230.0,1215.0,Plot area 135(112.88 sq.m.),3.0,7.0,3+,3.0,North,Moderately Old,,1215.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.0,405.0
10,house,dlf city plots phase 2,sector 25,6.5,33592.0,1935.0,Plot area 215(179.77 sq.m.),3.0,9.0,3+,3.0,West,Old Property,,1935.0,,1.0,1.0,1.0,1.0,0.0,2.0,142.0,61.0,645.0
11,house,independent,sector 43,14.0,39886.0,3510.0,Plot area 390(326.09 sq.m.),9.0,9.0,3+,4.0,North,Moderately Old,,3510.0,,0.0,1.0,0.0,0.0,0.0,0.0,7.0,63.0,390.0
12,house,dlf city plots phase 2,sector 25,10.75,29861.0,3600.0,Plot area 400(334.45 sq.m.),9.0,9.0,3+,3.0,South-West,Old Property,,3600.0,,0.0,1.0,1.0,1.0,0.0,0.0,73.0,61.0,400.0
13,house,suncity township,sector 54,2.0,3440.0,5814.0,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,9.0,9.0,3,11.0,North,Relatively New,,60.0,59.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,81.0,646.0
14,house,independent,sector 9,3.4,12938.0,2628.0,Plot area 292(244.15 sq.m.),9.0,9.0,3,3.0,West,Moderately Old,,2628.0,,0.0,0.0,0.0,0.0,0.0,2.0,61.0,48.0,292.0
15,house,sector 38 rwa,sector 38,4.3,28782.0,1494.0,Plot area 166(138.8 sq.m.)Built Up area: 165 sq.yards (137.96 sq.m.)Carpet area: 164 sq.yards (137.12 sq.m.),3.0,9.0,3+,3.0,East,Relatively New,,165.0,164.0,0.0,0.0,0.0,1.0,1.0,2.0,41.0,68.0,498.0
16,house,independent,sector 2,3.65,23442.0,1557.0,Plot area 173(144.65 sq.m.),3.0,9.0,3+,3.0,West,New Property,,1557.0,,0.0,1.0,0.0,1.0,0.0,2.0,116.0,90.0,519.0
17,house,independent,sector 47,5.15,26615.0,1935.0,Plot area 215(179.77 sq.m.),3.0,9.0,3+,3.0,East,Relatively New,,1935.0,,0.0,0.0,1.0,0.0,0.0,2.0,75.0,66.0,645.0
18,house,independent,sector 12,1.0,8230.0,1215.0,Plot area 135(12.54 sq.m.)Built Up area: 3750 sq.ft. (348.39 sq.m.),3.0,7.0,3+,3.0,North,Moderately Old,,3750.0,,0.0,0.0,1.0,1.0,0.0,0.0,7.0,90.0,405.0
19,house,independent,sector 9,3.5,13410.0,2610.0,Plot area 290(242.48 sq.m.),9.0,9.0,3+,3.0,North-East,Relatively New,,2610.0,,1.0,0.0,0.0,0.0,0.0,0.0,23.0,48.0,290.0
20,house,independent,sector 45,4.49,24455.0,1836.0,Plot area 204(170.57 sq.m.),3.0,9.0,3+,3.0,North-West,Moderately Old,,1836.0,,0.0,0.0,0.0,0.0,1.0,2.0,90.0,77.0,612.0
21,house,anamika enclave,sector 12,6.0,14492.0,4140.0,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),9.0,9.0,3+,3.0,North-West,Old Property,,9000.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,460.0
22,house,independent,sector 55,5.0,44444.0,1125.0,Plot area 125(104.52 sq.m.)Built Up area: 115 sq.yards (96.15 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),2.0,9.0,3+,5.0,East,New Property,,115.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,44.0,81.0,562.5
23,house,independent,sector 12,6.0,35088.0,1710.0,Plot area 190(17.65 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,6.0,2,2.0,North-East,Old Property,,,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,427.5
24,house,independent,sector 43,5.3,27390.0,1935.0,Plot area 215(179.77 sq.m.),3.0,9.0,3+,3.0,East,Moderately Old,,1935.0,,0.0,1.0,0.0,0.0,0.0,2.0,71.0,63.0,645.0
25,house,unitech palms south city 1,sector 41,9.25,28549.0,3240.0,Plot area 3240(301.01 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9.0,9.0,3+,4.0,North,Moderately Old,,5000.0,4500.0,1.0,1.0,1.0,1.0,0.0,2.0,65.0,69.0,360.0
26,house,independent,sector 23,5.5,13095.0,4200.0,Plot area 4200(390.19 sq.m.),9.0,9.0,3+,3.0,South,Moderately Old,,4200.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.0,82.0,466.6666666666667
27,house,independent,sector 40,5.0,21124.0,2367.0,Plot area 263(219.9 sq.m.),9.0,9.0,3+,3.0,North-West,Moderately Old,,2367.0,,0.0,1.0,1.0,0.0,0.0,2.0,83.0,79.0,263.0
28,house,dlf city plots phase 2,sector 25,7.5,31686.0,2367.0,Plot area 215(179.77 sq.m.),9.0,9.0,3+,4.0,West,Relatively New,,2300.5,,1.0,1.0,0.0,1.0,0.0,2.0,160.0,61.0,263.0
29,house,independent,sector 43,7.85,29074.0,2700.0,Plot area 300(250.84 sq.m.),9.0,9.0,3+,3.0,West,Relatively New,,2700.0,,1.0,1.0,0.0,1.0,1.0,1.0,49.0,54.0,300.0
30,house,independent,sector 9a,4.5,14286.0,3150.0,Plot area 14(354.1 sq.m.),9.0,9.0,3+,3.0,,Relatively New,,14.0,,1.0,0.0,0.0,1.0,1.0,2.0,38.0,55.0,350.0
31,house,independent,sector 25,7.6,38756.0,1961.0,Plot area 215(179.77 sq.m.),2.0,9.0,3,4.0,East,Relatively New,,1935.0,,1.0,0.0,1.0,1.0,0.0,2.0,84.0,61.0,980.5
32,house,independent,sector 40,5.0,21124.0,2367.0,Plot area 263(219.9 sq.m.),9.0,9.0,3+,3.0,South-East,Relatively New,,2367.0,,0.0,0.0,0.0,1.0,0.0,2.0,66.0,79.0,263.0
33,house,adani brahma samsara,sector 60,18.02,28200.0,6390.0,Built Up area: 6390 (593.65 sq.m.),9.0,12.0,3+,3.0,North-East,Relatively New,,6390.0,,0.0,1.0,0.0,0.0,0.0,2.0,146.0,69.0,710.0
34,house,independent,sector 57,7.25,26852.0,2700.0,Plot area 300(250.84 sq.m.),9.0,9.0,3+,2.0,North-East,New Property,,2700.0,,0.0,1.0,0.0,1.0,1.0,2.0,49.0,74.0,300.0
35,house,independent,sector 28,11.25,34722.0,3240.0,Plot area 360(301.01 sq.m.),9.0,9.0,3+,2.0,North,Moderately Old,,3240.0,,0.0,1.0,1.0,1.0,0.0,2.0,126.0,69.0,360.0
36,house,independent,sector 27,8.0,26298.0,3042.0,Plot area 338(282.61 sq.m.),9.0,9.0,3,4.0,North-East,Relatively New,,3042.0,,1.0,1.0,1.0,1.0,0.0,1.0,110.0,55.0,338.0
37,house,nul,sector 25,9.5,33404.0,2844.0,Plot area 316(264.22 sq.m.),9.0,9.0,3+,3.0,North-West,Old Property,,2844.0,,0.0,0.0,0.0,0.0,1.0,0.0,81.0,61.0,316.0
38,house,independent,sector 46,4.35,23693.0,1836.0,Plot area 204(170.57 sq.m.),3.0,8.0,2,3.0,North-East,Relatively New,,1836.0,,1.0,0.0,0.0,1.0,0.0,2.0,19.0,74.0,612.0
40,house,independent,sector 26,6.0,33333.0,1800.0,Plot area 200(167.23 sq.m.),3.0,5.0,3+,3.0,,Old Property,,1800.0,,0.0,0.0,0.0,0.0,0.0,2.0,9.0,61.0,600.0
42,house,dlf city plots phase 3,sector 24,1.6,3292.0,4860.0,Plot area 540(50.17 sq.m.)Built Up area: 540 sq.ft. (50.17 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),8.0,5.0,3+,4.0,East,Old Property,,540.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,55.0,607.5
43,house,independent,sector 23,5.5,21825.0,2520.0,Plot area 280(234.12 sq.m.),8.0,8.0,2,3.0,East,Moderately Old,,2520.0,,1.0,1.0,0.0,1.0,0.0,2.0,76.0,82.0,315.0
46,house,independent,sector 12,3.5,14787.0,2367.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8.0,8.0,3+,3.0,South-East,Relatively New,,4800.0,4400.0,1.0,1.0,0.0,1.0,0.0,1.0,77.0,61.0,295.875
47,house,independent,sector 46,5.5,23061.0,2385.0,Plot area 265(221.57 sq.m.),8.0,8.0,3+,3.0,,Moderately Old,,2385.0,,1.0,0.0,0.0,0.0,1.0,2.0,32.0,74.0,298.125
48,house,independent,sector 10a,3.6,19608.0,1836.0,Plot area 204(170.57 sq.m.),3.0,4.0,3,3.0,North,Moderately Old,,1836.0,,0.0,0.0,0.0,1.0,0.0,2.0,28.0,25.0,612.0
49,house,independent,sector 4,1.1,6111.0,1800.0,Plot area 200(167.23 sq.m.),4.0,4.0,3+,2.0,West,Old Property,,1800.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,450.0
50,house,independent,sector 21,0.6,6173.0,972.0,Plot area 108(90.3 sq.m.),3.0,3.0,2,3.0,,Old Property,,972.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,324.0
51,house,sector 57 huda,sector 57,3.8,26063.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 162 sq.yards (135.45 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),2.0,8.0,3+,4.0,East,Relatively New,,162.0,160.0,0.0,0.0,1.0,1.0,0.0,2.0,94.0,66.0,729.0
52,house,independent,sector 2,5.6,17284.0,3240.0,Plot area 360(301.01 sq.m.),8.0,6.0,3+,,South-West,Moderately Old,,3240.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,82.0,405.0
53,house,independent,sector 24,11.0,28902.0,3806.0,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),8.0,11.0,3+,3.0,East,Old Property,,5000.0,,1.0,1.0,0.0,1.0,1.0,2.0,39.0,0.0,475.75
54,house,independent,sector 41,9.0,27778.0,3240.0,Plot area 360(301.01 sq.m.),8.0,5.0,3+,3.0,,Old Property,,3240.0,,0.0,1.0,1.0,1.0,0.0,2.0,26.0,69.0,405.0
56,house,independent,sector 49,4.5,15625.0,2880.0,Plot area 320(267.56 sq.m.),8.0,8.0,3,3.0,North-East,Moderately Old,,2880.0,,1.0,1.0,1.0,1.0,0.0,1.0,151.0,51.0,360.0
57,house,independent,sector 56,7.5,23148.0,3240.0,Plot area 360(301.01 sq.m.),8.0,8.0,3+,3.0,North-East,Relatively New,,3240.0,,1.0,1.0,0.0,1.0,0.0,1.0,42.0,81.0,405.0
58,house,independent,sector 24,10.0,25543.0,3915.0,Carpet area: 435 (40.41 sq.m.),8.0,10.0,3+,1.0,West,Undefined,,,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.375
59,house,independent,sector 46,5.65,23870.0,2367.0,Plot area 263(219.9 sq.m.),8.0,6.0,3+,3.0,South-West,Moderately Old,,2367.0,,0.0,1.0,0.0,0.0,0.0,2.0,67.0,74.0,295.875
60,house,independent,sector 57,3.7,25535.0,1449.0,Plot area 161(134.62 sq.m.),2.0,8.0,2,4.0,North-East,New Property,,1449.0,,0.0,0.0,0.0,1.0,0.0,2.0,49.0,53.0,724.5
61,house,independent,sector 11,1.8,8078.0,2228.0,Carpet area: 2228 (206.99 sq.m.),8.0,5.0,2,1.0,South,Undefined,,,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.5
62,house,sushant lok 1 builder floors,sector 43,10.85,28841.0,3762.0,Plot area 418(349.5 sq.m.),8.0,8.0,3,3.0,West,Moderately Old,,3762.0,,1.0,1.0,1.0,1.0,0.0,1.0,160.0,63.0,470.25
63,house,housing board colony,sector 28,2.1,23333.0,900.0,Plot area 100(83.61 sq.m.),2.0,8.0,3+,4.0,South-East,Moderately Old,,900.0,,0.0,0.0,0.0,0.0,1.0,2.0,38.0,62.0,450.0
64,house,independent,sector 56,7.25,29340.0,2471.0,Plot area 303(253.35 sq.m.),8.0,8.0,3+,0.0,North-East,Moderately Old,,2727.0,,0.0,0.0,0.0,0.0,0.0,2.0,24.0,81.0,308.875
65,house,independent,sector 2,19.5,27083.0,7200.0,Plot area 800(668.9 sq.m.),8.0,9.0,3+,2.0,North,New Property,,7200.0,,1.0,1.0,0.0,1.0,0.0,0.0,122.0,82.0,900.0
66,house,independent,sector 17,9.5,23457.0,4050.0,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 450 sq.yards (376.26 sq.m.),8.0,8.0,3,3.0,West,Relatively New,,500.0,450.0,1.0,0.0,0.0,0.0,0.0,2.0,27.0,60.0,506.25
67,house,malibu towne,sector 47,8.81,27191.0,3240.0,Plot area 360(301.01 sq.m.),8.0,6.0,3+,3.0,East,Moderately Old,,3240.0,,1.0,1.0,0.0,0.0,1.0,2.0,27.0,59.0,405.0
68,house,u block dlf phase 3 road no 21,sector 24,1.6,3292.0,4860.0,Plot area 60(50.17 sq.m.),7.0,5.0,3+,4.0,,Old Property,,540.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,694.2857142857143
70,house,eldeco mansionz,sector 48,4.95,20599.0,2403.0,Plot area 267(223.25 sq.m.),7.0,7.0,3+,2.0,South,Old Property,,2403.0,,1.0,1.0,1.0,1.0,0.0,2.0,145.0,60.0,343.2857142857143
72,house,independent,sector 105,1.2,13333.0,900.0,Plot area 900(83.61 sq.m.),4.0,4.0,1,2.0,South-West,Moderately Old,,900.0,,0.0,0.0,0.0,0.0,1.0,0.0,14.0,55.0,225.0
73,house,international city by sobha phase 2,sector 109,9.5,26389.0,3600.0,Plot area 400(334.45 sq.m.),7.0,6.0,3,3.0,West,Relatively New,,3600.0,,1.0,1.0,0.0,1.0,0.0,0.0,138.0,67.0,514.2857142857143
74,house,ansal sushant lok plots,sector 43,11.5,17692.0,6500.0,Plot area 3762(349.5 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6500 sq.ft. (603.87 sq.m.),7.0,8.0,3+,3.0,,Old Property,,9000.0,6500.0,0.0,1.0,1.0,1.0,0.0,2.0,31.0,45.0,928.5714285714286
75,house,independent,sector 12,2.9,10740.0,2700.0,Plot area 2700(250.84 sq.m.),7.0,7.0,3,2.0,South-West,Old Property,,2700.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,61.0,385.7142857142857
76,house,bhim garh kheri,sector 3,1.5,7576.0,1980.0,Plot area 220(183.95 sq.m.),7.0,2.0,0,1.0,,Undefined,,1980.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.85714285714283
77,house,independent,sector 11,0.9,10000.0,900.0,Plot area 900(83.61 sq.m.),2.0,4.0,3+,4.0,,Moderately Old,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,450.0
78,house,independent,sector 7,3.0,11494.0,2610.0,Built Up area: 2610 (242.48 sq.m.),7.0,7.0,0,3.0,,Undefined,,2610.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.85714285714283
79,house,international city by sobha phase 2,sector 109,11.25,25000.0,4500.0,Plot area 500(418.06 sq.m.),7.0,5.0,3+,4.0,North-East,Relatively New,,4500.0,,1.0,1.0,0.0,1.0,0.0,0.0,42.0,67.0,642.8571428571429
80,house,sheetla enclave,sector 5,0.96,10000.0,960.0,Plot area 945(87.79 sq.m.),2.0,4.0,2,3.0,,Moderately Old,,945.0,,0.0,0.0,1.0,1.0,0.0,2.0,0.0,62.0,480.0
81,house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7.0,9.0,3+,3.0,North-East,Moderately Old,,9000.0,,1.0,1.0,1.0,1.0,0.0,1.0,74.0,61.0,1285.7142857142858
82,house,independent,sector 24,2.75,7666.0,3587.0,Built Up area: 3000 (278.71 sq.m.),7.0,7.0,3+,3.0,North-East,Moderately Old,,3000.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,83.0,512.4285714285714
83,house,independent,sector 41,7.0,28283.0,2475.0,Plot area 275(229.94 sq.m.),7.0,7.0,3+,3.0,South-West,Moderately Old,,2475.0,,1.0,1.0,1.0,1.0,0.0,1.0,151.0,69.0,353.57142857142856
84,house,independent,sector 26,18.25,18250.0,10000.0,Plot area 550(51.1 sq.m.)Carpet area: 10000 sq.ft. (929.03 sq.m.),7.0,9.0,3+,4.0,East,Relatively New,,,10000.0,1.0,1.0,1.0,1.0,0.0,2.0,77.0,61.0,1428.5714285714287
85,house,independent,sector 22,4.75,20068.0,2367.0,Plot area 263(219.9 sq.m.)Built Up area: 261 sq.yards (218.23 sq.m.)Carpet area: 259 sq.yards (216.56 sq.m.),7.0,5.0,3+,3.0,South-West,Old Property,,261.0,259.0,0.0,0.0,0.0,1.0,1.0,2.0,49.0,74.0,338.14285714285717
86,house,eldeco mansionz,sector 48,4.75,20299.0,2340.0,Plot area 260(217.39 sq.m.),7.0,7.0,3,2.0,North-East,Moderately Old,,2340.0,,1.0,0.0,0.0,0.0,0.0,2.0,33.0,60.0,334.2857142857143
87,house,independent,sector 11,1.2,4444.0,2700.0,Built Up area: 300 (250.84 sq.m.),7.0,3.0,0,3.0,,Undefined,,300.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.7142857142857
88,house,independent,sector 104,0.6,5128.0,1170.0,Plot area 130(108.7 sq.m.),4.0,3.0,1,2.0,North,Moderately Old,,1170.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,292.5
89,house,independent,sector 38,2.1,23333.0,900.0,Plot area 100(83.61 sq.m.),2.0,7.0,3+,3.0,North-East,Relatively New,,900.0,,1.0,0.0,1.0,1.0,0.0,0.0,27.0,68.0,450.0
90,house,eldeco mansionz,sector 48,5.0,21367.0,2340.0,Plot area 260(217.39 sq.m.),7.0,7.0,3,2.0,North-East,Moderately Old,,2340.0,,0.0,0.0,0.0,0.0,0.0,2.0,40.0,60.0,334.2857142857143
91,house,independent,sector 43,2.5,2885.0,8667.0,Plot area 107(89.47 sq.m.),7.0,7.0,3,4.0,West,Relatively New,,963.0,,0.0,0.0,0.0,0.0,1.0,2.0,20.0,63.0,1238.142857142857
92,house,sushant lok 1 builder floors,sector 43,6.25,30728.0,2034.0,Plot area 226(188.96 sq.m.),7.0,7.0,3+,3.0,North,Moderately Old,,2034.0,,1.0,1.0,1.0,0.0,0.0,0.0,46.0,63.0,290.57142857142856
93,house,independent,sector 23,5.65,17706.0,3191.0,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),7.0,7.0,3+,2.0,West,Moderately Old,,5000.0,4000.0,0.0,1.0,0.0,1.0,0.0,0.0,68.0,82.0,455.85714285714283
94,house,international city by sobha phase 2,sector 109,11.3,25111.0,4500.0,Plot area 500(418.06 sq.m.)Built Up area: 480 sq.yards (401.34 sq.m.)Carpet area: 460 sq.yards (384.62 sq.m.),7.0,5.0,3+,4.0,East,Relatively New,,480.0,460.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0,67.0,642.8571428571429
95,house,independent,sector 47,4.6,26620.0,1728.0,Plot area 192(160.54 sq.m.),2.0,6.0,3+,4.0,,Moderately Old,,1728.0,,0.0,0.0,0.0,0.0,0.0,1.0,51.0,59.0,864.0
96,house,independent,sector 1,4.75,10556.0,4500.0,Built Up area: 4500 (418.06 sq.m.),6.0,7.0,0,4.0,,Undefined,,4500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0
97,house,palam vihar extension west zone rwa,sector 2,0.4,4444.0,900.0,Plot area 900(83.61 sq.m.),3.0,4.0,2,2.0,West,Moderately Old,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,90.0,300.0
98,house,independent,sector 45,7.35,29697.0,2475.0,Plot area 275(229.94 sq.m.),6.0,4.0,3+,3.0,North-East,Old Property,,2475.0,,1.0,1.0,1.0,1.0,0.0,2.0,61.0,79.0,412.5
99,house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,1449.0,Plot area 161(134.62 sq.m.),2.0,6.0,3+,3.0,East,Relatively New,,1449.0,,1.0,0.0,0.0,1.0,0.0,0.0,78.0,66.0,724.5
100,house,independent,sector 26,19.0,42222.0,4500.0,Plot area 500(418.06 sq.m.),6.0,8.0,3+,3.0,East,Moderately Old,,4500.0,,1.0,1.0,1.0,1.0,0.0,2.0,103.0,61.0,750.0
101,house,rwa sector 46,sector 46,4.5,24390.0,1845.0,Plot area 204(170.57 sq.m.)Built Up area: 206 sq.yards (172.24 sq.m.)Carpet area: 205 sq.yards (171.41 sq.m.),6.0,6.0,3+,3.0,North-East,Moderately Old,,206.0,205.0,0.0,0.0,1.0,0.0,0.0,2.0,80.0,82.0,307.5
102,flat,karmyogi apartment,sector 10a,2.3,6467.0,3557.0,Carpet area: 3556 (330.36 sq.m.),6.0,4.0,2,6.0,,Moderately Old,,,3556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,592.8333333333334
103,house,saksham welfare association,sector 22,4.7,19847.0,2368.0,Plot area 220Built Up area: 170 sq.m.Carpet area: 160 sq.m.,6.0,6.0,3+,2.0,West,Old Property,,170.0,160.0,0.0,0.0,1.0,1.0,0.0,2.0,106.0,58.0,394.6666666666667
104,house,independent,sector 4,1.1,11111.0,990.0,Built Up area: 990 (91.97 sq.m.),3.0,4.0,1,2.0,North,Undefined,,990.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0
105,house,unitech uniworld resorts,sector 33,9.5,19333.0,4914.0,Plot area 546(50.73 sq.m.),6.0,6.0,3+,3.0,North-East,Moderately Old,,546.0,,0.0,0.0,0.0,0.0,0.0,2.0,40.0,41.0,819.0
107,house,independent,sector 38,3.9,21242.0,1836.0,Plot area 204(170.57 sq.m.),6.0,6.0,3+,3.0,North-East,Moderately Old,,1836.0,,1.0,1.0,0.0,1.0,0.0,0.0,32.0,68.0,306.0
108,house,independent,sector 13,0.62,3588.0,1728.0,Built Up area: 192 (17.84 sq.m.),6.0,6.0,0,3.0,,Undefined,,192.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0
109,house,independent,sector 25,10.85,38150.0,2844.0,Plot area 316(264.22 sq.m.),6.0,6.0,1,3.0,North-East,Relatively New,,2844.0,,0.0,0.0,1.0,0.0,0.0,2.0,136.0,61.0,474.0
110,house,unitech uniworld resorts,sector 33,8.0,17778.0,4500.0,Built Up area: 500 (418.06 sq.m.),6.0,5.0,3+,4.0,,Undefined,,500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0
111,house,independent,sector 51,2.25,2778.0,8100.0,Plot area 100(83.61 sq.m.),6.0,3.0,3+,3.0,North-West,Relatively New,,900.0,,0.0,0.0,0.0,0.0,0.0,0.0,54.0,66.0,1350.0
112,house,unitech uniworld resorts,sector 33,9.55,19293.0,4950.0,Plot area 550(459.87 sq.m.),6.0,7.0,3+,2.0,East,Relatively New,,4950.0,,1.0,1.0,1.0,1.0,0.0,2.0,126.0,53.0,825.0
113,house,ireo victory valley,sector 67,8.0,22222.0,3600.0,Plot area 400(334.45 sq.m.),6.0,7.0,3+,3.0,North-East,Moderately Old,,3600.0,,1.0,1.0,1.0,1.0,0.0,2.0,151.0,61.0,600.0
114,house,iffco nagar and 17b rwa,sector 17,3.5,24305.0,1440.0,Plot area 1440(133.78 sq.m.),2.0,5.0,3,3.0,East,Old Property,,1440.0,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,66.0,720.0
115,house,independent,sector 7,0.9,10000.0,900.0,Plot area 100(83.61 sq.m.),2.0,4.0,3,3.0,North-East,Old Property,,900.0,,0.0,1.0,0.0,0.0,1.0,2.0,44.0,47.0,450.0
116,house,independent,sector 6,1.0,4630.0,2160.0,Built Up area: 240 (22.3 sq.m.),6.0,4.0,0,3.0,,Undefined,,240.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0
117,house,independent,sector 11,2.1,17284.0,1215.0,Plot area 135(112.88 sq.m.),2.0,6.0,3+,3.0,,Relatively New,,1215.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,607.5
118,house,dlf city plots,sector 26,17.3,38737.0,4466.0,Plot area 502(419.74 sq.m.),6.0,7.0,3+,3.0,North,New Property,,4518.0,,1.0,1.0,1.0,1.0,0.0,2.0,124.0,50.0,744.3333333333334
119,house,independent,sector 13,0.46,7302.0,630.0,Plot area 70(58.53 sq.m.),2.0,3.0,3,3.0,,Moderately Old,,630.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,315.0
120,house,vipul world,sector 48,3.35,5583.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6.0,5.0,3+,3.0,South,Undefined,,6000.0,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,66.0,1000.0
121,house,independent,sector 25,6.6,36667.0,1800.0,Plot area 200(167.23 sq.m.),6.0,7.0,3+,2.0,East,Moderately Old,,1800.0,,1.0,1.0,0.0,0.0,0.0,2.0,119.0,68.0,300.0
122,house,dlf city plots phase 4,sector 28,9.54,29444.0,3240.0,Plot area 360(301.01 sq.m.),6.0,5.0,3+,3.0,North,New Property,,3240.0,,1.0,1.0,1.0,1.0,0.0,0.0,153.0,69.0,540.0
123,house,independent,sector 3,1.5,5000.0,3000.0,Built Up area: 3000 (278.71 sq.m.),6.0,1.0,0,1.0,,New Property,,3000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
